feature,coefficient
von terror,-0.005813300267965879
für verteidigungsausgaben,-0.005813304574466838
moderat,-0.005813313368483507
sei alles,-0.00581348806423418
commercial courts,-0.0058137131015470744
lenkt,-0.005813746870047174
rechtzeitig vor,-0.005813839914217109
sachverhalten,-0.005813904246664089
war gestern,-0.005813990474767082
tarifsteigerungen,-0.00581400225752376
in wichtigen,-0.005814084945965719
europäischen asylsystem,-0.005814097713297101
punkte sind,-0.005814176993432852
waldes,-0.005814275424346907
technisches,-0.005814356789970699
ja um,-0.0058145985946593415
beobachten wir,-0.005814710787174737
regierungschef,-0.005814830049808286
geopolitisch,-0.005815010211656046
sind weder,-0.005815024517923729
waren noch,-0.005815049697018659
aktuelle studie,-0.005815054394897703
den us,-0.005815361189836674
ausbremsen,-0.005815537977684908
deutsche volk,-0.005815557395880172
gehen das,-0.005815703769606401
italiener,-0.005815761864091518
die cybersicherheit,-0.005815885336577482
zustands,-0.005815935842045669
friesischen,-0.005815989785029719
kompromisse zu,-0.005816007233904702
ukraine auch,-0.005816294209502181
welt wird,-0.0058164459769925
hauses angenommen,-0.005816536440542226
der beschlüsse,-0.005816545004843064
betroffene von,-0.00581677880927546
waldumbau,-0.005817016563435864
dosen,-0.005817424238736492
damalige bundesregierung,-0.005817668423974385
für freie,-0.005817708155462811
phänomene,-0.005817718415319906
zuwanderung und,-0.005817753184541423
beobachten dass,-0.005817770285428658
verteidigen können,-0.005817978509525287
kann unter,-0.005818004931561601
vorangetrieben wird,-0.005818045582541692
mich daran,-0.005818175171730443
eine welle,-0.005818330342988641
dual,-0.005818779628995355
in erfurt,-0.005818974520377812
die bloße,-0.005819111046653448
größtmögliche,-0.005819113343000006
schleichenden,-0.005819288941150326
bundestages ist,-0.005819445815834099
etwas passiert,-0.005819473156346192
und guter,-0.00581955542737206
monaten bis,-0.0058196696656029325
so hart,-0.005819712810453244
afd heute,-0.005819729089866594
afd ihre,-0.0058197888877833765
hätten hätten,-0.005819799973886217
beispielsweise zur,-0.005819972005651208
eigenen gesetzentwurf,-0.005820183270891154
beim bundesminister,-0.005820184145686261
verschwendung von,-0.0058201977945287284
abgeschlossen haben,-0.005820332225986401
staffelung,-0.005820410534266845
vorgesehen und,-0.00582051840593983
frühzeitig zu,-0.005820542837528891
die staats,-0.005820557768779543
unseren verbündeten,-0.005820587203302642
rechtsstaatlicher,-0.005820627192216693
im dunkeln,-0.00582084499287412
harter arbeit,-0.005820894667884096
gruß,-0.005820943650743479
keine probleme,-0.00582109056980926
wenig personal,-0.005821106201152576
wehrhaften demokratie,-0.005821230668063216
und ähnliche,-0.005821563032513531
krankenhäuser im,-0.005821708182856609
von 48,-0.0058218861819938775
man merkt,-0.005821936996072193
tagesordnungspunkt 28,-0.005822095341180624
friedensprojekt,-0.00582228376442567
ich erkläre,-0.005822594901446054
wurde für,-0.005822648424588216
absprache mit,-0.005822714225026691
aufzumachen,-0.005822784997173974
erfolgreich in,-0.0058227876195019995
andere wichtige,-0.005822807234353592
weg geben,-0.005822899623479044
november 1989,-0.005823020506583076
nächsten legislatur,-0.005823195974492929
etwas neues,-0.005823411185375412
hilft die,-0.005823578978020032
flächen in,-0.0058239405604221675
wichtige maßnahme,-0.005823958233660152
rückgabe der,-0.005824478041158854
grünen ich,-0.005824663923105679
angenommen werden,-0.005824714617845579
zu knüpfen,-0.005824802226968219
des alltags,-0.005824830356301144
hören und,-0.005824893854513882
stehen zum,-0.005824933784252019
die beide,-0.005825257084495084
1005,-0.005825279194180611
müssen werden,-0.005825386390257049
gesundheitsausschuss federführend,-0.005825417300746079
unzureichender,-0.0058255111260417415
unsere bündnispartner,-0.005825607763351471
wegfällt,-0.005825688938130183
afd wird,-0.005825717001971714
mit massiven,-0.005825973652378955
wir lösen,-0.005825985273936862
kamen die,-0.005826351399883755
relevant sind,-0.005826405435251816
bin nicht,-0.005826539450482016
bayram,-0.005826574190447647
sei ja,-0.005826654023204441
gegeben wird,-0.0058269144826261
nicht hat,-0.005827110261313504
vergleichbarer,-0.00582724063488454
den berliner,-0.005827311481580586
kollegen des,-0.005827458378633893
zu jedem,-0.005827668792659678
der anbieter,-0.0058276996474034256
initiative zu,-0.005827866761925931
traf,-0.005827973961954191
eine berufliche,-0.005828586588588608
dinge sind,-0.005828686690883771
nanogramm,-0.005828717223313064
impfstoffes,-0.005828786689716853
dem konto,-0.005828871022721299
zugänglich gemacht,-0.005828940067246997
zwischen diesen,-0.005829146452611385
völlig inakzeptabel,-0.0058293181425434605
der verordnungen,-0.005829562795030366
immer nach,-0.005829580125476638
die fördermittel,-0.005829604696389747
das resultat,-0.00582966442498504
welcher stelle,-0.0058298161695891195
unterstellen dass,-0.005829844237533732
meisterpflicht,-0.005829904194452434
vertiefte,-0.005829977778342221
2015 haben,-0.00583003443769419
zeigen sich,-0.005830102344919822
klientelpolitik,-0.005830256133603035
eine ungleichbehandlung,-0.005830282059409617
mitgliedstaates,-0.005830402362399663
von facebook,-0.005830433739724826
antrag einen,-0.005830482674901759
auch auswirkungen,-0.005830579895966171
zitiere dass,-0.0058306374694766655
in 2020,-0.005830858029688623
missverständnisse,-0.005830899019491282
honorieren,-0.005830945112086588
darüber müssen,-0.005831009334122861
mehr mut,-0.00583105174310606
und teile,-0.005831085489987889
und grundsätzlich,-0.005831148458619204
alle betriebe,-0.005831205493485847
behauptung dass,-0.00583133040548617
menschenunwürdigen,-0.0058313817144203675
die lieferketten,-0.005831422709504958
geworden die,-0.005831456343733265
die bundesanstalt,-0.005831591292660864
handlungsfähig ist,-0.005831701924359284
schreiben dass,-0.005831872170642389
die alleinige,-0.0058320435932613735
großem interesse,-0.005832082655807275
seine stimme,-0.005832162630179719
viel energie,-0.005832167273785676
sie ausgerechnet,-0.005832170883869129
my,-0.005832416347437193
heimatbundesland,-0.005832477612394382
fahne geschrieben,-0.005832572247825259
nicht durchgeführt,-0.005832585557908795
2023 bei,-0.00583275767302198
einen riegel,-0.005832844588570507
dualen ausbildung,-0.00583292155016288
armee und,-0.005832924660885279
gesetz enthält,-0.005833090669824318
nebenan,-0.005833114813366963
greift der,-0.00583329555239178
konzertierte,-0.0058333310629764155
sgb ix,-0.005833394757264044
informationen der,-0.005833424234922088
bds,-0.005833504259717961
selben zeitraum,-0.0058335171890324606
lebensqualität der,-0.005833550932913505
die langfristigen,-0.00583370444524375
einer stärkeren,-0.005833819583739598
die lausitz,-0.005833824294248012
sind wieder,-0.005833837555615622
werden wer,-0.005833970726355074
völlig falschen,-0.005834047155020554
länger auf,-0.005834166441986756
geflüchtete in,-0.00583422176308818
bewältigen und,-0.005834379193041879
weil nur,-0.005834487624072636
dafür auf,-0.0058345258916488235
und lehrern,-0.005834578882830821
etwa an,-0.005834789079735657
anpassungsbedarf,-0.0058349536988491916
er sieht,-0.005834972452548918
umrüstung,-0.005835164327697874
schon um,-0.005835344430561809
demografische entwicklung,-0.005835420527310171
notwendigen schritte,-0.00583545813031215
westlicher,-0.005835485945475921
union es,-0.005835560974011246
zum november,-0.005835561716535189
weil jeder,-0.00583571705865881
seite derjenigen,-0.005835807635220239
hohen standards,-0.00583598408941435
helfen zu,-0.005836113079302976
ihnen dazu,-0.005836250719734502
anlage 18,-0.005836380759160771
einen prozess,-0.00583662413455021
dass überall,-0.005836794771343472
meinungsfreiheit in,-0.005836864900142169
vervierfacht,-0.005836988017086964
gelegenheit zur,-0.00583719090096683
zu große,-0.005837231580029729
den unterhalt,-0.005837248313158402
rentenalter,-0.005837401832332848
dieses regime,-0.005837685599841288
wertvolles,-0.005837727609183492
radikalisiert,-0.005838104499512824
wir bieten,-0.005838384870587991
putin die,-0.005838426781207027
haben mehrere,-0.00583848311693749
der versuchung,-0.005838638065809004
fahrerinnen und,-0.005838698576870492
mitentscheiden,-0.005838874529161678
dem unter,-0.005838927505174281
damals wurde,-0.005839036698114046
von lissabon,-0.0058393656627214715
als exportnation,-0.005839367997636559
filtern,-0.005839408275599861
ginge es,-0.005839489168899447
schöpfung,-0.005839495970567379
frauen vor,-0.005839586781415701
das endlich,-0.005839605889672461
steffi,-0.005839645736745531
juli 2017,-0.005839876924666215
sagen wo,-0.005839912661808633
achtung von,-0.005840071563335471
und mögliche,-0.005840305218601736
kosten bei,-0.0058404520925379065
denn eins,-0.005840484815155653
allgemeinverbindlichkeit,-0.005840510084519695
der arbeitsförderung,-0.005840651362373568
den nahen,-0.005841077489254334
letztwillige,-0.00584108617649606
gefährdet und,-0.005841200965395479
unternommen um,-0.0058412534818287004
einen den,-0.005841306335276269
einen schnellen,-0.005841428063249867
vorlauf,-0.005841456895082839
sprechen wenn,-0.005841462671871532
enthaltung von,-0.0058414722067245805
berichterstatter für,-0.0058415112873631565
den nährboden,-0.005841556746514599
am arbeitsleben,-0.005841943451611814
veraltet,-0.005842143771411523
verantwortung ist,-0.005842416156674128
einer legislaturperiode,-0.005842563383910152
des bürokratieabbaus,-0.005842590532584508
bürokratieabbaus,-0.005842590532584508
unternehmen hat,-0.005842619360679764
schwarzer,-0.005842709658904403
gefasst und,-0.0058428125305420835
modernisierung unserer,-0.00584297431983381
die wortmeldung,-0.0058430058186117245
möchte muss,-0.005843110186380374
jahr durch,-0.005843152961968564
am brandenburger,-0.00584317311870167
tag gelegt,-0.005843258739596343
oder werden,-0.005843400736892533
laufbahn,-0.00584367160126995
die unternehmerinnen,-0.005843982766316743
union immer,-0.0058442064272519086
in 2023,-0.0058443675289883866
notaufnahmen,-0.0058447725650444685
entwickelt sich,-0.005844812152365151
bmj,-0.00584518291256478
die hierfür,-0.0058451878513808425
bundestag so,-0.005845230289077433
vernehmen,-0.005845256943376817
haushaltsmittel für,-0.005845598790078644
treten kann,-0.005845712718494462
kelber,-0.005845764699229088
ausgereicht,-0.005845792519069816
als deutlich,-0.00584613197083679
solidität,-0.005846190980167916
kontrollieren und,-0.005846202355878602
richtlinien für,-0.005846259399751194
zukunft das,-0.0058462849865169265
noch schnell,-0.005846423419927742
ein anstieg,-0.005846469451692702
an hochschulen,-0.005846517591053388
letztere,-0.005846737972733638
obwohl in,-0.005846967711725717
tragische,-0.005847089791868067
väter des,-0.00584712017513852
deutschen ratspräsidentschaft,-0.005847137528970252
insbesondere dem,-0.005847393590223344
künftig unter,-0.005847526382240331
erkenntnisse und,-0.005847601657621745
kneipe,-0.005847609654807691
damals gesagt,-0.005847631678979106
stadtbild,-0.005847730501471165
forschungslandschaft,-0.005847795309824555
stellen aber,-0.005847829661686517
belastungen von,-0.005847838932223444
schaffen dann,-0.0058481246239226415
finden auch,-0.0058481400404571055
unschuldigen,-0.005848322057566945
die priorisierung,-0.005848412695834538
on top,-0.005848542325557385
die unteren,-0.005848548090086377
aspekt des,-0.0058488722742540186
und praxis,-0.005848949365707695
nur immer,-0.005848961495689717
15 juli,-0.005849037731955966
in hannover,-0.00584912363572462
die niemand,-0.005849170851974912
ist geprägt,-0.005849187419393023
zugestellt werden,-0.0058492832030857195
gegenüber ihren,-0.005849360453457496
audiovisuelle,-0.005849696039878692
die entwicklungshilfe,-0.00584980352958976
tausende menschen,-0.005849863325256666
strafverfolgung und,-0.005850020666413105
regime und,-0.005850060249089252
einer antwort,-0.005850223475641616
künftige generationen,-0.0058502843858320875
einstein,-0.0058503398388065125
unstreitig,-0.005850454897775783
jina mahsa,-0.005850544478262638
prüfverfahren,-0.005850568527546244
einhalten können,-0.005850607594644835
interkulturellen,-0.005850714943780831
nichts auf,-0.00585115174817017
präzisiert,-0.005851201973855908
enger zusammenarbeit,-0.005851611240747376
drittens eine,-0.005851735736647872
spekulanten,-0.005851799848846138
gekämpft hat,-0.005851961179010723
die anbindung,-0.00585221282523473
nicht gefällt,-0.0058522778430214395
stehen dann,-0.005852429145599771
des protokolls,-0.00585252363394804
wird nichts,-0.00585258282071169
notsituationen,-0.00585262299951358
der streit,-0.0058526606606374805
einer frist,-0.005852891246513893
waffen nach,-0.0058529993611963925
auf kritische,-0.005853003600416656
tönen,-0.005853048111290008
pech,-0.005853188270060547
nationen für,-0.005853624152351052
den wählerinnen,-0.005853646273674418
der zahlung,-0.005853651058125334
auch nie,-0.005853885342051962
gegensätze,-0.0058540522445343236
hand nimmt,-0.005854265797195977
arbeitgeberverbände,-0.005854293978372974
dem versprechen,-0.005854565596775038
und rednern,-0.0058548831844765364
kommunen werden,-0.00585494181928304
hateaid,-0.005854973345250168
vor monaten,-0.005855174535836999
einsetzt und,-0.00585525382853204
biometrische,-0.005855272945525472
situation wie,-0.005855332962063598
eine elektronische,-0.005855412887979271
den nato,-0.005855490387170163
anrecht,-0.0058555459904984005
der bemühungen,-0.0058556388682776475
rede vor,-0.005855710628940612
wahlperiode und,-0.005855813732336228
dieser haushaltswoche,-0.005855814626039301
angemerkt dass,-0.00585586019940421
assemblée,-0.005855876389521847
jahren haft,-0.005856396004698328
anlegern,-0.005856447831078806
deutlich höheren,-0.00585645992188829
gelagerten,-0.00585647433369494
marktwächter,-0.005856517109466409
mehr kinder,-0.005856825672508397
eminent,-0.005856855980142002
den sozialpartnern,-0.005856959327002764
arbeit unserer,-0.005857027705029634
von rechtsstaatlichkeit,-0.005857220744390009
haben eines,-0.005857231463135102
mir vorstellen,-0.0058573724435308965
bioökonomie,-0.005857425492176189
student,-0.005857431972675909
die jüngeren,-0.005857547923781641
anfänglich,-0.005857703238511484
gerät in,-0.005857705578049898
flughafens,-0.005857807631441864
vorstellung davon,-0.005858062545611956
herr zu,-0.005858249696033453
großer zahl,-0.005858282101528321
all unsere,-0.005858282446971085
projekt in,-0.005858492002223525
zu suggerieren,-0.005858560438863786
den nun,-0.005858608187817137
menschenrechte die,-0.005858643681177036
recht den,-0.005858691024028091
vieles von,-0.005858692582703368
mehr soziale,-0.005858727070040374
betriebenen,-0.005858758543420026
in kanada,-0.005858789624822595
sinnvoll sind,-0.005859301363815932
des asylsystems,-0.0058594182011877495
von renten,-0.005859681929905923
die europäer,-0.005859749403087734
fünf tagen,-0.005859948054250322
mitgegeben,-0.005860119872781834
dieses haushalts,-0.005860259888358078
gratuliere,-0.005860285196093776
der austritt,-0.005860334868836379
steuerverwaltung,-0.005860472331826826
kritisiert wird,-0.005860494670143677
umfassenden und,-0.005860508379113538
späteren zeitpunkt,-0.005860527234577118
raumes,-0.005860616284817713
die steuerzahlerinnen,-0.0058606591618945705
in allererster,-0.005860859508329737
allererster linie,-0.005860859508329737
wurde zum,-0.0058610757004074485
zum geburtstag,-0.005861122158537592
schmerzhafte,-0.005861166659099565
halbleiter,-0.005861377113005528
einen zuschuss,-0.005861391134789103
ihm zu,-0.005861478916501703
einem zentralen,-0.005861521973270468
baustein in,-0.005861560607156916
leistungsgerechtigkeit,-0.00586173627451657
grosse,-0.005861812802009413
gastel,-0.005861906103314338
mit höheren,-0.0058621344588057475
abgeschlossen ist,-0.005862453650263358
freuen dass,-0.005862545051834225
bitten der,-0.005862550953925801
man höre,-0.005862659097391711
zuteilung,-0.005862917969226253
mehr aufmerksamkeit,-0.005862953394325772
hat ihren,-0.005863076541697154
mutmaßlichen,-0.005863087611170836
aussehen kann,-0.005863091796046472
das infektionsschutzgesetz,-0.005863219480890253
verlauf des,-0.005863232011696904
2017 hat,-0.005863342349244149
verfassungsmäßig,-0.00586335261184217
was genau,-0.005863381909619423
jahres ist,-0.005863517048070447
seit 2006,-0.005863721954688403
bei 25,-0.005863816094583298
gehandelt haben,-0.005863918990444328
um zur,-0.005863931769335783
vorgenommenen,-0.0058639735806238925
jetzt leider,-0.005864166929556453
lesung im,-0.0058642696101510365
eine befristete,-0.005864337264845016
zu pflegen,-0.005864342350308839
und sofort,-0.005864422833669832
stunde zum,-0.005864473102688615
strukturstärkungsgesetz,-0.005864502415973969
große einigkeit,-0.005864570120656822
die zunahme,-0.00586469092441457
haben bisher,-0.005864723943608724
den noch,-0.005864724133146539
alarm,-0.005864772954325494
die funktion,-0.005865044224762621
autokratischen,-0.00586508451110478
haushaltsgesetzgeber,-0.005865167915100676
12 oktober,-0.005865228860725034
depots,-0.005865530518228174
kommission das,-0.005865541225230775
attackieren,-0.005865599774734365
süddeutschen zeitung,-0.0058656012704236885
15 april,-0.005865824800229978
spd gegen,-0.005865951129947385
bundestag für,-0.0058659949001676
der erwartung,-0.0058660643927008396
ist welche,-0.005866074350330832
ihre sogenannte,-0.005866124065157622
wird sodass,-0.005866717649173392
wäre aus,-0.005866840650739684
seit bestehen,-0.0058671611307668965
eine gefährdung,-0.005867295627871485
den akten,-0.005867450467925421
15 mai,-0.00586754458788585
eine kehrtwende,-0.00586801523844268
974 sitzung,-0.005868146166050419
974,-0.005868146166050419
misst,-0.0058681471853856675
vornehmen müssen,-0.00586823284017497
abrufen,-0.005868264261676373
tauschen,-0.005868283638991772
nicht schafft,-0.0058683261366720306
klagen gegen,-0.005868438034269307
angedacht,-0.005868502179893249
sie viel,-0.005868699390998365
nicht umsetzen,-0.005868887608522595
meinen wahlkreis,-0.005868890218790761
und schweden,-0.005869022189102761
in wirtschaftlich,-0.005869044234026827
dann aus,-0.005869159714832411
klimawandel ist,-0.005869436015264082
wenn etwas,-0.0058695855252416515
unerlaubte,-0.005869805227839675
der rechtsverordnung,-0.005869995723007785
fraglich ob,-0.0058700003005804965
bevorratung,-0.005870244017981263
essenzieller,-0.0058707192926942
union will,-0.005870882014483845
und wettbewerbsfähigkeit,-0.005871050242419835
abläufen,-0.005871267081730004
geebnet,-0.005871364079259447
von minusma,-0.0058715450127835985
einen nachhaltigen,-0.005871779243387172
kollege es,-0.00587205480336686
zur situation,-0.005872131973341861
die allianz,-0.005872336733144558
bürger den,-0.005872374911773181
politische kraft,-0.005872653847828498
sozialen sicherung,-0.005872759399633524
november und,-0.005872795252190852
versteht man,-0.005872818639117891
unsere kritische,-0.005872974162477909
weitere entlastungen,-0.005872995715010112
investitions und,-0.00587315003808515
schrumpfen,-0.005873233756669787
ausgespielt werden,-0.005873276237182876
nehmen damit,-0.005873455959415876
einwohnerzahl,-0.005873539127310501
förderbanken,-0.005873586530719076
rechnen können,-0.005873700588883159
öffentlichen infrastruktur,-0.00587375260791763
herausforderungen durch,-0.0058738834313422465
vertrauensvollen,-0.005874207081345955
zukunft gehen,-0.00587431865879285
generationen und,-0.005874346193039608
umstellung der,-0.0058745290631398925
volljährigkeit,-0.0058746812887941905
transsexuellen,-0.005874856656323119
16a,-0.005875255533455735
rückzug der,-0.005875270350591254
ja alles,-0.005875386941285176
behinderungen und,-0.005875616140809815
sieht wie,-0.005875630271400067
heute bereits,-0.005875985582320052
lockerung,-0.005876131441918433
rechnerisch,-0.005876205666405515
tages auch,-0.005876312661804371
da als,-0.005876332231645018
ist oft,-0.0058763380164156
fdp von,-0.0058763663870410295
jahrzehntelanger,-0.005876706728250656
herstellen und,-0.00587688907009054
einem in,-0.0058771022306934985
die taten,-0.005877167366205098
immer teurer,-0.0058772412871267755
danach die,-0.005877679561241822
maßlos,-0.0058777821797458135
freigabe von,-0.0058778059031729096
gewidmet,-0.005877841291018613
linken mit,-0.00587809591808738
bei seinem,-0.005878384678210694
anfang und,-0.0058785145054396715
geschichte zu,-0.005878583571472252
anzufangen,-0.005878624948200076
treibende,-0.005878644787543931
der grenzen,-0.005878785847870716
die gegenseitige,-0.005878856598845508
geschiedenen,-0.005878969208337926
kritischer infrastrukturen,-0.005879113414660023
michael roth,-0.005879397105506153
auswerten,-0.005879604444399265
reden auch,-0.005879767292522272
besonders schwer,-0.0058800322912790125
möglichkeit von,-0.005880131336845188
technische und,-0.005880179958165306
den breitbandausbau,-0.0058805389841623265
hinzuschauen,-0.005880681535369986
übermittelt werden,-0.00588068255153318
der überarbeitung,-0.005880778169764397
diese kommission,-0.005880784997603214
sie wären,-0.005880844895484614
304,-0.005880883487437902
verachten,-0.005880906463063254
wohnung zu,-0.005880932881988039
mehr aber,-0.005880962541134938
die einwilligung,-0.005881189065007625
prozess zu,-0.00588123436621716
gesprengt,-0.005881262719708608
modus,-0.005881281975130708
legislaturperiode in,-0.00588131114765057
die morde,-0.0058814180672528684
güte,-0.005881545005746673
bald wieder,-0.005881605106986357
im föderalen,-0.005881635231239942
sie zahlen,-0.005881683716902607
zur arbeitslosenversicherung,-0.005881804470373093
preise an,-0.005881814027097111
den besonderen,-0.005882092141260903
verhandlungen der,-0.005882302059742005
33 top,-0.005882331360764189
einer freiheitlichen,-0.005882478794497846
schuldenbremse nicht,-0.005882829252968282
uran,-0.0058829407424303235
2019 das,-0.005883012346394864
abwickeln,-0.005883234276727132
unterschiedlich sind,-0.005883506207943583
das netzwerkdurchsetzungsgesetz,-0.005883580792371545
nicht geklärt,-0.0058837217603017345
eine unserer,-0.005883864396031053
die anlage,-0.00588391820873643
deutschen in,-0.005884033843280129
als solches,-0.005884123381274534
an dessen,-0.0058842839614099895
dauerhafte lösung,-0.00588433220404495
bindung an,-0.005884415529811608
antrag kann,-0.005884532827723587
indigene,-0.005884566226870724
den sachverhalt,-0.005884661090377756
des mietverhältnisses,-0.005884778161413132
von tarifverträgen,-0.005884802122174942
neuen behörde,-0.005884803723708774
mal eines,-0.0058848675739681
patriot,-0.005884999403195752
halt nicht,-0.005885037728877386
titeln,-0.005885135857588131
der einstellung,-0.005885298958877135
dass minister,-0.005885351369642648
versucht den,-0.005885668418969029
groß sind,-0.005885988851221882
vorzuziehen,-0.005886066716711537
beim bafög,-0.005886114111880403
tierarten,-0.005886161374503181
die entschlossenheit,-0.0058862959109738325
kommen von,-0.005886382687681381
rechnung trägt,-0.00588638859824772
babyboomer,-0.005886419226975032
führen wenn,-0.0058865926033091105
und auszubauen,-0.005886598817607323
ausreisen,-0.005886997883669219
anliegen und,-0.0058872044796623455
länder aber,-0.005887301098620397
eu 2023,-0.005887383413336018
einem beispiel,-0.005887463385237772
einem demokratischen,-0.0058874923685715355
sie zurück,-0.005887680684013115
besinnen,-0.005887947886521569
widerspruchsregelung,-0.005887963688966763
etwas dazu,-0.0058879938361100686
juli 2019,-0.005888225131689851
soforthilfen,-0.0058882516109802045
belohnung,-0.005888276654530786
zu fuß,-0.005888418255019471
gründen und,-0.005888671827772405
der regierungszeit,-0.005888741757267084
den gesundheitsschutz,-0.005888816794840652
gelungen dass,-0.005888843057936284
der ab,-0.005888931925895296
denke die,-0.005888986333451004
vorgaben aus,-0.005889187405356873
wurde so,-0.0058893160488748975
stehen müssen,-0.005889507549825296
interessieren wie,-0.005889610833503299
zitat das,-0.005889652436967507
angedachten,-0.005889758040331847
den austritt,-0.005889769187854917
und zumindest,-0.005889815479613736
schützend,-0.005889878187880907
verfassungstreue,-0.005889999526071114
erkenntnisse der,-0.005890060554290416
gezeigt und,-0.005890144483866815
motto der,-0.005890323738706294
missverständnis,-0.005890548036963599
steuert,-0.0058910817490636595
landes sind,-0.005891194905513868
digitalsteuer,-0.005891226563739518
die nachrichten,-0.005891281704402049
staatsferne,-0.005891488426342123
der zulässigen,-0.005891590999840482
mit beteiligung,-0.005891662798047189
angesiedelt ist,-0.005891691535996102
gau,-0.0058917265473317415
dass wieder,-0.005891793785064631
beschlagnahmt,-0.005891806591428291
familienplanung,-0.005891821289154279
plädiere ich,-0.005892445882027329
die gas,-0.005892456075031161
bussen und,-0.0058924778812190605
maschine,-0.00589257140732067
merkel in,-0.005892582240450674
beispielsweise dass,-0.005892589092340511
koalitionsvertrag ist,-0.005892738766842545
folgen sie,-0.005892791706133769
beziehen und,-0.005892877256515288
regenerativen,-0.005892894104848612
wurde immer,-0.005893053880474338
auszuführen,-0.00589309712860463
sprechen sondern,-0.005893209700812103
keul,-0.005893419777665421
selbstbestimmungsrecht der,-0.005893819971159436
legislaturperiode das,-0.005894013459317862
von autoritären,-0.005894047073395668
war wirklich,-0.005894315108974968
schlimmes,-0.005894331590381235
bewährtes,-0.005894715605762553
wenigstens eine,-0.005894792312652406
und warten,-0.005894813236840246
lichter,-0.005895148435155462
je zuvor,-0.0058952047755754045
dann bleibt,-0.005895290693521102
maßnahmenbündel,-0.005895433667751473
heute ja,-0.00589545064929124
dem ursprünglichen,-0.005895545421065803
gestrickt,-0.005895796172467736
verlangt dass,-0.005895796270724696
in gesellschaft,-0.005895889563229561
ich richtig,-0.005896166843195408
ausschuss hat,-0.0058962080565524095
strebt,-0.005896274956276381
anzustreben,-0.005896338061866539
ihr auto,-0.005896410587498933
solchen fällen,-0.0058965046586063
rüstungsexportpolitik,-0.005896574290560773
sterben und,-0.005896761852034018
dem änderungsantrag,-0.00589676988931265
wagenknecht,-0.005896847491371427
zur fortentwicklung,-0.005897244888897922
nach frankreich,-0.005897291587018655
seine erste,-0.005897349876508449
den ärztinnen,-0.005897544010793147
top 49,-0.005897646654970236
die tierhaltung,-0.005897764170670338
berlin ein,-0.005897821780357442
diese ampel,-0.005897847383591833
nicht kennt,-0.005897977422737583
vorzunehmen und,-0.005898431604557571
einzigartige,-0.005898437205193489
den staatsanwaltschaften,-0.00589843730653298
spezifisch,-0.005898472078081588
diskriminierungen,-0.005898650430844332
angelegtes,-0.0058987021161383746
scooter,-0.005898707209783414
langfristig die,-0.005898843845197179
versicherungswirtschaft,-0.00589886073868081
bereitstellen und,-0.005898867010061924
dem vorwurf,-0.005898907191748308
mit erfolg,-0.005898993181760525
es zeit,-0.005899134298023403
des iraks,-0.005899166133694255
diesjährigen,-0.005899172750768154
unsere bemühungen,-0.005899538703051149
ausbaden,-0.00589959255153481
die polnische,-0.005899765214320516
westsahara,-0.005899820875629849
amerikanische präsident,-0.0058998434317971945
es sinn,-0.005899905259663253
gutes signal,-0.005899987350751696
die spur,-0.005900125582621652
die annexion,-0.005900215919540646
familien von,-0.005900325633416274
tagen wird,-0.005900454719763992
endgeräte,-0.00590066680526309
muß,-0.005900758834564706
zu verdienen,-0.005900813748853095
tatsächlich bei,-0.005900913020685925
die flexibilisierung,-0.005900948022048074
alle europäischen,-0.005901006106643472
frau strack,-0.005901123051787694
2019 bis,-0.005901368502532167
weltfrieden,-0.005901491347098272
verteidigungsfähig,-0.005901564505399504
für wichtige,-0.005901626678572984
flottengrenzwerte,-0.005901666671578941
bekämpft wird,-0.005901823361281785
verwertung von,-0.005901841517727086
vielerlei hinsicht,-0.005902088562484081
oder anderswo,-0.00590211135866159
richtlinie die,-0.0059023528132912196
wissenschaft in,-0.0059023747715337095
der teilnehmer,-0.005902518119383371
unverletzlichkeit,-0.005902543083006165
grundlage und,-0.005902586026792206
recht denn,-0.005902648764805474
grenzwert von,-0.005902656049384152
herren hier,-0.005902765164493771
auch möglich,-0.005902858370154435
steigende preise,-0.005902977181174507
handwerksbetrieben,-0.005903112712106167
finanzielle und,-0.0059031866721467804
abschließend beraten,-0.0059036523610895035
unternehmen müssen,-0.005903723829234784
verordnung zu,-0.005903831657694662
die laufenden,-0.005903903057608221
betroffenen frauen,-0.005904001465345077
fragen lassen,-0.0059040815668966705
erzeugt werden,-0.005904161512660611
sind beim,-0.005904187348640421
europäischen wirtschafts,-0.005904369842783464
private und,-0.005904382295680452
aktionsplan für,-0.005904444902760746
nenne nur,-0.005904451780933265
agierende,-0.005904765668438451
verwalter,-0.005904866226896743
machen bei,-0.005905058396044083
der geist,-0.005905350693156386
derartiger,-0.005905783525633474
nämlich wenn,-0.005905873506306178
nicht profitieren,-0.005906086792901088
nationale recht,-0.005906402055119649
in aachen,-0.005906740391950991
audretsch,-0.005906758146110881
deshalb sieht,-0.005906944969330691
erwähnt und,-0.00590699236979472
läge,-0.0059071712606674695
der global,-0.005907375647772895
eingeständnis,-0.005907406404912763
intelligent,-0.005907675885326817
mehrfach betont,-0.005907881490416754
auf dann,-0.005908171542760285
täuscht,-0.005908172261572274
vergangenen drei,-0.005908288234169392
1029,-0.005908305448742699
medizinischen und,-0.0059083142242156396
verteidigungsfall,-0.005908321924664974
der stimmen,-0.005908434014059743
ich damals,-0.005908462414356997
