feature,coefficient
schmid fasst,0.030817930265947008
gemäß 233,0.030812132918979523
gemäß 106,0.03081180144301016
müller legt,0.030805209150391855
referent markus,0.030802586670876216
bauer bei,0.030790643788041586
gemäß 60,0.030789327615015575
gemäß 210,0.030785112984003108
justizreform und,0.030776396997687375
gemäß 42,0.030774045076147533
26 05,0.030749430215126838
gemäß 194,0.030740685488929147
nach 20,0.030733700150846616
07 07,0.0307278028442381
verbraucherschutz vor,0.03072088887103494
05 02,0.030717411739729316
rentensystem deutlich,0.03071737098795288
2023 ödp,0.03071430571571781
bauer endlich,0.030688105808771276
bauer vorgelegte,0.03068291723382262
gemäß 229,0.030666506333925897
wolf gezeichnete,0.030653178296020562
wohnungsbau sondern,0.030642613805474932
gemäß 167,0.030611386146490345
gleichstellungspolitik und,0.030609330487519147
personennahverkehr im,0.03060704562228075
06 02,0.03060650649177565
schäfer vorgelegte,0.03060377160468799
20 05,0.030565924340276548
gemäß 139,0.03055999849653675
rentensystem und,0.03055996078366279
um innere,0.03055942567773494
gemäß 247,0.030554097651631102
energiewende durch,0.030547967512244135
auf brigitte,0.030544824582819603
21 12,0.030542914504377003
straßenbau werden,0.030540016372058557
nach 21,0.030536626965276294
gemäß 41,0.030529525868548322
gemäß 92,0.030526629201886823
weber verantworteten,0.030525607081276118
lehmann verantworteten,0.03052221772822669
neumann gezeichnete,0.03051703013884983
19 03,0.030515969662453735
09 07,0.030514472390158105
landwirtschaftspolitik auf,0.030514447438532082
fischer hat,0.03051026255007336
26 08,0.03050957583943468
um hochwasserschutz,0.030479388905313563
werner gezeichnete,0.030474820333065124
krankenhausfinanzierung im,0.030437993256290447
17 06,0.030419009158995765
13 07,0.03041595014570876
wolf aufgezeigten,0.030415426844768473
braun geplanten,0.03041247922654478
06 10,0.030411837081599766
hartmann müssen,0.030407646433144794
personennahverkehr und,0.030399202385703653
gemäß 115,0.030386843084249184
lange legt,0.030386673948096417
2024 volt,0.030371021133099748
referent monika,0.030344801839642208
gemäß 38,0.030343956878460063
gemäß 120,0.030316059995740875
gemäß 47,0.030274985061789775
verteidigungspolitik fragen,0.030262135939712092
24 11,0.030241676458023184
schienennetzmodernisierung durch,0.030226899657362843
neumann müssen,0.030214870354527884
schröder befasst,0.030211376661112618
fischer ausgearbeiteten,0.030195696875907493
gemäß 133,0.030188765946405696
gemäß 46,0.03016915440182976
fischer fasst,0.03016336400986634
lange gezeichnete,0.03015866156785673
hofmann befristete,0.03014445332573314
gemäß 59,0.03014125194592835
27 11,0.030131942414569502
neumann fasst,0.030116946023333164
kulturförderung und,0.030101652138772916
gemäß 207,0.030094219327255194
schmid verantworteten,0.030088839806942134
gemäß 241,0.03006946161312611
nach 10,0.030057372745749128
polizeigesetzgebung und,0.030056759504963046
gemäß 63,0.030054168483453797
krause vorgelegten,0.030048060410014295
gemäß 151,0.030039822514474283
gemäß 116,0.030029954035222035
klimaschutzgesetz und,0.030025159933979896
gemäß 71,0.02998962682676092
gemäß 158,0.02998105912415072
herbst geplanten,0.029969943362532645
richter vollständig,0.02996732184002471
schwarz ausgearbeiteten,0.02996648254918241
schwarz befasst,0.02995173511223077
becker vorgelegte,0.029945225356893583
04 11,0.029942131492165066
bauer legt,0.02993605502162062
schmid vollständig,0.029925215691522712
07 05,0.029924858575871075
krüger vorgelegten,0.02990717880192852
kommunalabgabenrecht maßgeblich,0.029888715869177022
gemäß 97,0.02985929156660195
21 10,0.029837687882775143
zimmermann verantworteten,0.029828453979162173
schmitz befasst,0.029822893137301434
gemäß 18,0.029794306403963626
zimmermann ermächtigt,0.029789991624785975
weber vollständig,0.029782059823082938
gesetz maßgeblich,0.02977629695127201
21 01,0.029719908855247487
referent christian,0.02971741265555875
gemäß 90,0.029717385649926743
08 11,0.0297086227247108
gemäß 87,0.029706097790252024
straßenbau sondern,0.029699314978473917
polizeigesetzgebung deutlich,0.029698777734152023
gemäß 108,0.02968620395552437
gemäß 105,0.02968327895274868
nach 25,0.029680978477964248
19 07,0.02967184537143159
19 02,0.02967153913312325
krause vorgelegte,0.02964032281046529
schröder vorgelegten,0.029638850838063224
gemäß 162,0.029638144986597312
herbst fasst,0.029637624425843657
07 06,0.029610902189513257
strafvollzug und,0.029588844257908756
stromnetzausbau im,0.02958178776485463
18 04,0.029573778244564874
gemäß 179,0.02957022737603981
gemäß 55,0.029564274905977198
gemäß 99,0.029561569609664766
gemäß 183,0.029557927859950754
hofmann verantworteten,0.029552455204911898
gemäß 244,0.029534845931756402
herbst endlich,0.029526388955001117
ganztagsbetreuung und,0.029523836739230477
gemäß 157,0.029521500401952335
um öffentlicher,0.029514751512569163
schule sondern,0.02951218751653092
gemäß 180,0.02950927973708652
schmitt vorgelegte,0.02950096024621343
pflegereform auf,0.02949929426177679
bildungspolitik unter,0.029492702535778157
entbürokratisierung im,0.029492664172162217
21 05,0.029479097218910864
energiewende auf,0.029474963037421063
28 04,0.02947278213607265
gemäß 134,0.029469056819305707
für digitalisierung,0.029468308018391825
union nicht,0.029456671374602894
gemäß 37,0.029451344755975554
bürgerdienste und,0.029441032278691492
müller gezeichnete,0.02943566072473965
arbeitsmarktreform und,0.029423755318651778
katastrophenschutz obliegt,0.02941694576296316
lange regelmäßig,0.02941123803884843
gemäß 181,0.029400415727708667
klimaschutzgesetz werden,0.029394637894127832
gemäß 148,0.029384630715739775
gemäß 195,0.02938388233984684
gemäß 86,0.029376803581653337
19 08,0.02936624272743187
strukturwandel fragen,0.029360250017839287
becker vollständig,0.02935507425152449
um uwe,0.02934467618613423
gemäß 193,0.02934397533242302
gemäß 88,0.029310486614224904
lobbyregister und,0.029308473051178077
10 08,0.029306212674215532
2022 ödp,0.029281275541089096
katastrophenschutz deutlich,0.029275480101635918
gemäß 95,0.029260222289931588
polizeigesetzgebung im,0.029251372641863973
um sozialpolitik,0.02924295537927563
braun befasst,0.029227213483634443
artenvielfalt deutlich,0.02922572938450662
krüger befasst,0.029225352364032817
kommunalabgabenrecht im,0.029204132864873982
strukturwandel durch,0.0292035926000531
müller befasst,0.029203559325601442
sicherheit erhebliche,0.029185276360684742
trinkwasserversorgung im,0.029162133857673227
energiewende vor,0.0291446964039441
19 10,0.02913416036346499
sozialpolitik vor,0.029132952568244608
energiewende deutlich,0.029119286300727507
entbürokratisierung vor,0.029113964571426263
sicherheit fortan,0.029109284701217698
migrationspolitik sondern,0.02909761285226794
gemäß 136,0.029093820621449426
07 09,0.029093045379721263
bildungspolitik im,0.02909155450513989
ganztagsbetreuung vor,0.029088145137299074
gemäß 85,0.029053145834425663
zimmermann legt,0.029052170678756244
gemäß 74,0.029046281124921334
braun gezeichnete,0.029044802712171344
gemäß 118,0.029040919045491692
hofmann hat,0.029035117926855543
energiewende im,0.029024635930368962
gemäß 223,0.029023289369031403
referent thomas,0.02902218866021289
wasserstoffstrategie im,0.029018420457209926
gemäß 231,0.029015842571724265
um gisela,0.02901161156700908
ganztagsbetreuung obliegt,0.029006193432091484
gemäß 89,0.028996293901027297
nach 34,0.028956279272635336
schröder legt,0.02895507175182298
gemäß 26,0.028936780459453484
hoffmann vollständig,0.028932095807827397
gemäß 94,0.02891824747566075
gemäß 57,0.028889967852647472
gemäß 119,0.028872187500910453
21 02,0.028871247345734485
polizeigesetzgebung unter,0.028869389528632928
koch vorgelegte,0.02886563923836492
hartmann ermächtigt,0.028846877746995563
wagner verantworteten,0.028846413572534823
schule werden,0.02883692771598918
schmitt verantworteten,0.028835961101901238
werner fasst,0.028826796910781684
straßenbau unter,0.028823357014809987
22 10,0.028818387062107903
lobbyregister unter,0.02881506639115992
2018 volt,0.028810054424307847
sicherheit durch,0.028803626935885344
gemäß 17,0.028777430000016632
schmitt geplanten,0.0287708413393751
schröder verantworteten,0.02874777241939218
landwirtschaftspolitik im,0.028739670552608322
lange vorgelegte,0.02872831711010462
gemäß 197,0.028722155034596582
referent elisabeth,0.028703906383439705
18 12,0.028666728125689885
schmitt ermächtigt,0.028665953035840613
sicherheit stehen,0.02866252252644732
schäfer vollständig,0.028661737177229623
ganztagsbetreuung deutlich,0.02865962692472519
landwirtschaftspolitik unter,0.02865479779375062
18 03,0.028625055716244133
lehmann vollständig,0.02862114516912577
referent brigitte,0.028607152163457383
um brigitte,0.028593786808348325
landwirtschaftspolitik sondern,0.028585008110629855
referent birgit,0.02855937615037129
nach 16,0.028556183043424273
lehmann müssen,0.028551498779080916
strukturwandel auf,0.028550725924909873
wahlrechtsreform im,0.0285484735460488
koch befasst,0.028545985938510193
um klaus,0.02854396135660365
gesetz deutlich,0.02853094756834368
pflegereform im,0.028528933634281845
gemäß 242,0.028528598228557252
gemäß 149,0.0285210278612446
becker vorgelegten,0.02850420180244568
kulturförderung vor,0.028503064336617746
schröder ausgearbeiteten,0.02849475076519669
hofmann aufgezeigten,0.028490010730482768
2026 volt,0.02848915452295229
krüger legt,0.02847287897865768
gemäß 110,0.028461681912575663
gemäß 20,0.028461159224364645
18 11,0.028460080282054566
wirtschaftsförderung im,0.028447811642571933
ganztagsbetreuung auf,0.02843886744061975
schmitz geplanten,0.02843277158989468
braun befristete,0.028429978576242475
verwaltung gemäß,0.02842537159974129
wagner gezeichnete,0.028414858521264977
lehmann gezeichnete,0.028410785814298508
um bürokratieabbau,0.02840653391405179
gleichstellungspolitik werden,0.028390075113853674
05 04,0.02837611387151057
krankenhausfinanzierung unter,0.02837337118399803
klimaschutzgesetz im,0.02837307582902063
wahlrechtsreform und,0.028366452002384718
gemäß 152,0.028362123604857438
gemäß 161,0.028338685642962574
20 08,0.02830353959642338
straßenbau obliegt,0.028300916765858615
01 01,0.028290347519185816
um elisabeth,0.028282976764676802
gemäß 65,0.028275822478933895
gemäß 112,0.028271137301119686
hofmann vorgelegte,0.028267311831484874
10 04,0.028263074896848366
kommunalabgabenrecht auf,0.028246613980320228
gemäß 143,0.028227783825891813
richter befasst,0.028222825631054632
koch aufgezeigten,0.028221290266489455
justizreform im,0.028221272615090606
parteienfinanzierung durch,0.02818164168424006
15 09,0.028170479405144704
20 03,0.02816989339316574
neumann ermächtigt,0.028161852579924356
gemäß 81,0.028130022130033495
artenvielfalt und,0.02812297842440522
fischer ermächtigt,0.028120715635759644
2020 volt,0.02811099790481232
strukturwandel im,0.02810112777073963
selbstverwaltung auf,0.028094588535843148
haushaltsdebatte durch,0.02808496656969235
bildungspolitik auf,0.028070647863698957
müller verantworteten,0.028061469123903348
straßenbau und,0.028047542235365805
werner ermächtigt,0.028045885578943944
um monika,0.02804520878574852
gemäß 121,0.028033914149515695
referent gisela,0.028030563678103054
20 12,0.028016750115533767
verkehrsinfrastruktur deutlich,0.028015417456572277
lehmann ausgearbeiteten,0.027990421725274037
parteienfinanzierung und,0.027970615346470183
gemäß 137,0.027951053731891082
justizreform deutlich,0.02792607200251215
personennahverkehr werden,0.027923049729537387
gemäß 237,0.02791882611948806
strafvollzug im,0.0279095958768321
wagner ermächtigt,0.027897957417691573
meier vollständig,0.027876779515486748
werner vollständig,0.027874832879747544
braun müssen,0.027871735645006633
gemäß 170,0.02785458002892841
um flüchtlings,0.027850549708238494
bauer verantworteten,0.027850054410712616
landwirtschaftspolitik deutlich,0.027847042165419222
koch geplanten,0.02783098569748823
referent jürgen,0.02782489638621805
11 12,0.027822720729460685
arbeitsmarktreform im,0.027821142449762963
lobbyregister im,0.02779983807834908
wasserstoffstrategie auf,0.027795580836625883
union sondern,0.027794227142080557
um digitalpakt,0.02778857542886726
17 02,0.027788502133161492
werner verantworteten,0.02777567494715596
justizreform unter,0.027760858783096132
18 01,0.027719471367492882
um andreas,0.02771123292128686
lehmann geplanten,0.027709406618178382
gesundheitsversorgung im,0.0277063212839842
2020 ödp,0.027684529125201814
gleichstellungspolitik im,0.02767751754450487
meier befasst,0.027676298853066376
haushaltsdebatte auf,0.027673785921525754
wolf vorgelegten,0.02766490021083495
verkehrsinfrastruktur im,0.027655189302453
referent andreas,0.0276504878036834
hartmann vorgelegten,0.027649558588568168
schwarz vorgelegten,0.027641247508004993
braun ausgearbeiteten,0.02763952464089719
gemäß 123,0.027616347357560404
krankenhausfinanzierung durch,0.02760518150967978
02 10,0.027604858087360993
union obliegt,0.027598890154988447
gemäß 24,0.027577505560841438
schmitt ausgearbeiteten,0.027570243607450116
gemäß 44,0.027566827430423407
schmidt vollständig,0.02755940443298598
schmitz verantworteten,0.027556146240751256
wirtschaftsförderung auf,0.027549597488507428
entbürokratisierung und,0.027548588985829205
arbeitsmarktreform sieht,0.027541190157896633
gemäß 30,0.027527694056617952
justizreform vor,0.027527154074658007
gemäß 67,0.02750568967704253
05 06,0.02749452194252945
hofmann geplanten,0.02748356169824771
gemäß 45,0.027479618411862066
nach 30,0.027474024699721586
artenvielfalt wertvolle,0.027463477634089815
2021 ödp,0.027461285203435156
artenvielfalt im,0.027451015093741038
referent werner,0.027446265189174725
hartmann verantworteten,0.02744073942907733
becker aufgezeigten,0.027430860996638155
kommunalabgabenrecht unter,0.02742474461387156
hofmann ermächtigt,0.02741543104360187
schmitz vollständig,0.027391000623822156
gemäß 14,0.027390624975528337
schmid vorgelegte,0.02738108112445881
lehmann ermächtigt,0.027380683805736872
klimaschutzgesetz auf,0.027357849779726422
meier darauf,0.02735603092854096
koch vorgelegten,0.02735023100069629
19 09,0.027337558483751027
19 05,0.027325203061725332
bauer ermächtigt,0.027308225775321764
gesetz sieht,0.02730344295936034
herbst vorgelegten,0.027298776329584117
bauer geplanten,0.027293810121035468
gemäß 208,0.027278766278308362
gemäß 13,0.027270769391730537
stromnetzausbau durch,0.02726718601878122
18 02,0.027263137638476966
werner vorgelegten,0.02725552420344146
bürokratieabbau im,0.027242419011106606
hartmann legt,0.027232438556321598
fachkräftemangel unter,0.02722550972812398
arbeitsmarktreform vor,0.027220477535778238
gemäß 178,0.027210240448579615
parteienfinanzierung vor,0.0271973694515033
04 03,0.02716055507036881
2019 ödp,0.02715519807643391
selbstverwaltung im,0.02712380913953802
klimaschutzgesetz vor,0.027121145948832887
entbürokratisierung deutlich,0.027117413046005175
zimmermann vollständig,0.02711041802869469
kulturförderung obliegt,0.027105986039173354
schwarz legt,0.02708923022366544
gesundheitsversorgung obliegt,0.027073833191969793
krüger ermächtigt,0.027067469432027886
krankenhausfinanzierung und,0.027061782465332633
krankenhausfinanzierung auf,0.027053216843089662
klein ermächtigt,0.02704503563932582
hochwasserschutz maßgeblich,0.027041252706754056
schmitt vorgelegten,0.027026570809086464
richter ermächtigt,0.027023936112006916
parteienfinanzierung unter,0.027022801228295642
braun aufgezeigten,0.027013837509456087
parteienfinanzierung auf,0.026998524212095077
gemäß 221,0.02699831119648937
braun verantworteten,0.026986058443935847
gemäß 243,0.02695603388590495
schmitz aufgezeigten,0.026938561040593657
richter legt,0.026936962911003937
wasserstoffstrategie und,0.026922533144910173
gemäß 35,0.02692251686805988
gemäß 101,0.026913692102661566
wirtschaftsförderung und,0.02689510550069158
braun vorgelegte,0.02689096816251615
weber aufgezeigten,0.02689064785246306
wagner befasst,0.02688471488955373
herbst ermächtigt,0.026866585552615084
schmid ermächtigt,0.0268451834118197
landwirtschaftspolitik sieht,0.02682761647209455
kulturförderung wertvolle,0.026823927912774936
wahlrechtsreform vorgelegt,0.026819498205853894
gemäß 138,0.026791716760376408
trinkwasserversorgung vor,0.026781083030612697
hochwasserschutz vor,0.026777619159311063
pflegereform durch,0.026772469642366306
steuerpolitik und,0.026761943192228587
becker darauf,0.02675726065901223
bürgerdienste im,0.026755473507766338
18 05,0.026740378533260584
wolf ermächtigt,0.02671389295105251
verkehrsinfrastruktur vor,0.02670788279872351
meier verantworteten,0.026699724962082103
um michael,0.026698827862395948
10 06,0.026672729860390154
um ursula,0.02666642811215546
meier vorgelegte,0.026663783181269465
entbürokratisierung unter,0.02665494094842455
gesundheitsversorgung auf,0.026648514708403046
becker ausgearbeiteten,0.026646058931244707
müller ausgearbeiteten,0.026636893050011
gemäß 83,0.0265997647651827
sicherheit wird,0.026570306645392294
herbst ausgearbeiteten,0.0265540661958486
bürgerdienste obliegt,0.026553286624491176
schäfer vorgelegten,0.02653771102650838
verteidigungspolitik im,0.02653650886787793
um kommunale,0.026527802846433926
gemäß 196,0.0265064209341282
hochwasserschutz im,0.02649980537053173
fischer darauf,0.026470072293566398
schule auf,0.026466186540597618
wahlrechtsreform auf,0.02645448388505107
steuerpolitik im,0.026442265548811315
wolf vollständig,0.026440178894530514
werner ausgearbeiteten,0.026421118363386314
verbraucherschutz durch,0.026393825019717168
polizeigesetzgebung maßgeblich,0.026384480926375183
weber darauf,0.026349486008142835
referent stefan,0.026347508411593952
selbstverwaltung deutlich,0.026334057905533028
wohnungsbau im,0.026304533363592404
meier legt,0.026278994745661588
250,0.026276521355283855
wagner darauf,0.02627139604097945
hoffmann befasst,0.026250882805483138
11 05,0.02621949595647556
wasserstoffstrategie durch,0.02620793793221958
12 01,0.02620741656433785
wahlrechtsreform unter,0.02620151993647637
gemäß 172,0.02619675882823058
neumann vorgelegte,0.026192319897557124
artenvielfalt durch,0.026165379238916524
selbstverwaltung vor,0.02616011288829881
2025 ödp,0.026155560886316088
strukturwandel unter,0.026153497637602417
21 07,0.02613951942428654
gemäß 145,0.026128368840602507
weber ermächtigt,0.026119040779052794
gemäß 31,0.026104003972660158
um erneuerbare,0.026103703246087708
bürgerdienste stehen,0.02609346834189987
haushaltsdebatte im,0.026036577203632578
gesundheitsversorgung durch,0.0260067377630305
migrationspolitik im,0.026006049273773434
referent gerda,0.026003541609471367
personennahverkehr fragen,0.0259905931768284
rentensystem unter,0.025987098203048502
parteienfinanzierung deutlich,0.02597191385116037
migrationspolitik die,0.02596437439356154
rentensystem im,0.025953796283894905
gemäß 49,0.025940192796344734
schmitz vorgelegte,0.02593113424345058
personennahverkehr vorgelegt,0.02592855523631808
hochwasserschutz unter,0.025919537029283592
wagner mit,0.025883786342885465
richter vorgelegte,0.025880493662044795
schienennetzmodernisierung vor,0.025873021116043872
pflegereform wertvolle,0.025862113979212075
schienennetzmodernisierung wird,0.025833746428724526
migrationspolitik deutlich,0.025831939814463446
meier vorgelegten,0.025821481454101576
gesetz durchgeführt,0.025808302887080033
gemäß 32,0.02580507342333536
verbraucherschutz im,0.025801199242470912
referent sabine,0.025793352210192123
schienennetzmodernisierung im,0.025778674760901423
koch ermächtigt,0.02576477344651467
hochwasserschutz und,0.025755012878196575
schmid vorgelegten,0.0257521969702437
fachkräftemangel sieht,0.025751468480169983
müller vorgelegten,0.025749606986241222
entbürokratisierung obliegt,0.02572266510312347
migrationspolitik und,0.025715353451556792
gemäß 27,0.02569448781127623
pflegereform maßgeblich,0.02568622546550932
weber vorgelegte,0.025684046373425144
bürgerdienste unter,0.025650394038029736
weber ausgearbeiteten,0.025646860710658487
artenvielfalt unter,0.02563750780337272
wolf geplanten,0.025634843299610383
2021 volt,0.025632814114342928
lehmann aufgezeigten,0.025629178672310078
bürgerdienste auf,0.02562399838254819
schienennetzmodernisierung wertvolle,0.025611941522402964
wolf verantworteten,0.025606288789688594
richter ausgearbeiteten,0.025604371444354755
referent helga,0.02560263108005882
stromnetzausbau und,0.025601882802432006
becker legt,0.025580929848294204
meier geplanten,0.02557950770410199
justizreform auf,0.025555546839659993
arbeitsmarktreform durch,0.025548579847909394
fischer verantworteten,0.0255390804942075
selbstverwaltung unter,0.025534821116022687
müller vorgelegte,0.02553413762485838
verteidigungspolitik vorgelegt,0.02553135849895983
strafvollzug deutlich,0.025528390929107796
union wertvolle,0.02551574375458028
krause hat,0.025504151148574933
gemäß 218,0.025464371746572432
gleichstellungspolitik vor,0.025450057471673625
gesetz wird,0.025441195803917776
zimmermann vorgelegte,0.025436001127736387
sozialpolitik deutlich,0.02542213245452677
schmitt darauf,0.025420204730661203
gesundheitsversorgung unter,0.02541379503814845
rentensystem wertvolle,0.02540874566881261
lobbyregister durch,0.02539646772623579
sozialpolitik durch,0.025363074701532432
haushaltsdebatte wertvolle,0.025343745119704504
bürokratieabbau wird,0.025323916217494073
gleichstellungspolitik durch,0.025318537848005078
fachkräftemangel vorgelegt,0.025317479205196093
krüger ausgearbeiteten,0.02530439167619332
landwirtschaftspolitik und,0.025301689399183647
referent maria,0.025297851283912577
wahlrechtsreform durch,0.02529753017700471
müller ermächtigt,0.025288855563880264
ganztagsbetreuung im,0.02528791105629097
verwaltung sondern,0.025272558739992533
fischer geplanten,0.02527214213455549
strukturwandel vor,0.02526983544253895
steuerpolitik deutlich,0.025261574522359612
entbürokratisierung wertvolle,0.025261289355192708
strafvollzug wertvolle,0.02525512272939598
rentensystem wird,0.02524437296847989
wasserstoffstrategie wertvolle,0.025230933898627312
strukturwandel maßgeblich,0.025217510310861075
gleichstellungspolitik auf,0.025199045925930433
referent klaus,0.025194504538301243
ganztagsbetreuung unter,0.025185758419813756
schwarz vorgelegte,0.025176397475540093
stromnetzausbau auf,0.025168005691602043
strafvollzug unter,0.025158701000578123
wirtschaftsförderung obliegt,0.025156286692469002
sozialpolitik auf,0.025140785892257645
nach 18,0.025131446893629252
becker ermächtigt,0.02512513111577908
steuerpolitik sieht,0.02511667871489532
krankenhausfinanzierung deutlich,0.02511482726117464
hofmann ausgearbeiteten,0.025087425807792395
stromnetzausbau vor,0.025073205422873633
lehmann befasst,0.025070313693849454
schmitt aufgezeigten,0.025067023516315918
fachkräftemangel im,0.025046396075654315
bürokratieabbau maßgeblich,0.025046313175181686
hochwasserschutz obliegt,0.025043295665358845
verteidigungspolitik und,0.025021243719610408
verkehrsinfrastruktur maßgeblich,0.0250205670926601
richter aufgezeigten,0.025010292855229196
fischer vorgelegte,0.025007358914037558
referent ralf,0.024938239442420043
stromnetzausbau deutlich,0.02493182278987784
arbeitsmarktreform vorgelegt,0.02491709224682174
weber vorgelegten,0.02490366400182469
braun legt,0.02488166728539175
wolf vorgelegte,0.024880782751550735
krankenhausfinanzierung vorgelegt,0.024876560109066508
kommunalabgabenrecht vorgelegt,0.02487643474625601
trinkwasserversorgung unter,0.024861470585983737
katastrophenschutz unter,0.02485472423315236
lobbyregister sieht,0.02483079909568807
neumann aufgezeigten,0.024806327335843804
lobbyregister wertvolle,0.02479737502494167
meier aufgezeigten,0.024796242872718935
hartmann geplanten,0.024794017976134435
hochwasserschutz deutlich,0.02479057182249387
hartmann darauf,0.024787558724770117
weber geplanten,0.024785656007594532
wirtschaftsförderung sieht,0.0247711259745175
2022 volt,0.02475780084438178
lange ermächtigt,0.02475022880142077
referent martin,0.02474390518564045
arbeitsmarktreform unter,0.02474245677382791
schäfer legt,0.024737463521189364
verteidigungspolitik maßgeblich,0.02473132382502489
hoffmann mit,0.0247294140210316
gemäß 10,0.02472335414475251
neumann darauf,0.02472241067011877
referent christine,0.024718477078066098
schwarz darauf,0.02470971913662838
kommunalabgabenrecht sieht,0.024709248727482296
wohnungsbau vor,0.024689301809066613
gemäß 19,0.02468323164691713
referent frank,0.02467296122483148
sicherheit vor,0.02466258867969078
gemäß 34,0.024652342531615842
schröder geplanten,0.02464979453611259
klimaschutzgesetz durch,0.024648687741100565
verkehrsinfrastruktur unter,0.024646775435630496
2022 freie,0.02463242244082677
union deutlich,0.024630634088273755
verkehrsinfrastruktur durch,0.024588437401263322
trinkwasserversorgung vorgelegt,0.024585366158696147
straßenbau durch,0.024576833103832692
gemäß 21,0.024571365304707497
müller geplanten,0.024564311821994225
referent uwe,0.024556958339381277
hartmann vorgelegte,0.02453933296946332
gesundheitsversorgung maßgeblich,0.02453188719075291
wirtschaftsförderung vorgelegt,0.024528450139959135
meier ausgearbeiteten,0.02452674452921311
bürokratieabbau unter,0.02448898367137365
2018 ödp,0.024486790205919175
strafvollzug auf,0.02447934767168779
2026 ödp,0.02447614567216636
polizeigesetzgebung vorgelegt,0.024442769231167116
trinkwasserversorgung durch,0.02444099129520597
straßenbau vorgelegt,0.024397531043231103
wagner geplanten,0.02439610113666597
gleichstellungspolitik unter,0.02437882974947503
artenvielfalt obliegt,0.024369191604466302
steuerpolitik unter,0.02435918433459712
justizreform wertvolle,0.024354983100995906
klein darauf,0.024339137612386114
bauer vorgelegten,0.024329546117924625
referent ursula,0.024306394793367964
verteidigungspolitik auf,0.02430437475173391
schmidt ermächtigt,0.0242860808929498
arbeitsmarktreform wird,0.02428119822441031
fischer mit,0.024267044906246975
krankenhausfinanzierung wertvolle,0.024240937556346303
neumann hat,0.024233900989280993
haushaltsdebatte sieht,0.024221340013878545
kulturförderung unter,0.024214222225774285
hoffmann vorgelegte,0.02421335905286792
schmitz ermächtigt,0.02420933703821105
bildungspolitik durch,0.02420192390136822
von digitalisierung,0.024191547327084558
haushaltsdebatte fortan,0.024181273303215275
schäfer ausgearbeiteten,0.0241804737294632
koch ausgearbeiteten,0.02417906005053428
haushaltsdebatte vor,0.02417543610588915
schmidt vorgelegte,0.024174527651402693
energiewende obliegt,0.02417223611777786
arbeitsmarktreform auf,0.02417020374378791
arbeitsmarktreform wertvolle,0.02416689546856604
schule im,0.024153979966762197
pflegereform unter,0.024146649326935325
gleichstellungspolitik wertvolle,0.02414601213039559
referent anna,0.024145211949739294
klimaschutzgesetz sieht,0.02413785539749836
straßenbau stehen,0.024124079128543804
justizreform obliegt,0.02410668145775311
steuerpolitik obliegt,0.02407913245224118
verbraucherschutz unter,0.02407150584776661
schmidt schrittweise,0.024071013868054155
hofmann vorgelegten,0.024051928610774022
schule unter,0.024049505919520375
klimaschutzgesetz unter,0.024033590129123296
hartmann mit,0.024022756619939113
selbstverwaltung und,0.024017742489978778
migrationspolitik wertvolle,0.024000806588178016
wohnungsbau unter,0.023996667340724337
union werden,0.023986931909373337
krüger vorgelegte,0.023984412077173424
referent julia,0.02397928027707817
fachkräftemangel obliegt,0.023967838092021992
zimmermann ausgearbeiteten,0.02396466730888656
parteienfinanzierung wertvolle,0.023945789004744367
verteidigungspolitik sieht,0.023938694883274936
gleichstellungspolitik obliegt,0.023920743648084053
schienennetzmodernisierung unter,0.02390131837653579
parteienfinanzierung obliegt,0.02388175218066599
katastrophenschutz durch,0.023879526230767435
schröder darauf,0.02387551144185283
referent wolfgang,0.02386371246456253
braun vorgelegten,0.023862026351498835
straßenbau wertvolle,0.02382677767951293
verbraucherschutz und,0.02380931378978962
migrationspolitik obliegt,0.02379058349170406
bürgerdienste vorgelegt,0.02378711527533085
polizeigesetzgebung durch,0.02378232492519466
sozialpolitik wird,0.023769050165000145
personennahverkehr deutlich,0.02375287237989219
krankenhausfinanzierung obliegt,0.02371215672149709
wohnungsbau vorgelegt,0.023708323721025684
polizeigesetzgebung auf,0.023685079811530015
steuerpolitik durch,0.023677493007583178
stromnetzausbau unter,0.02367613076645635
verbraucherschutz obliegt,0.023674909649268654
wasserstoffstrategie obliegt,0.023660387357431124
artenvielfalt auf,0.023658597342285106
klein vorgelegte,0.02365588651873185
krause darauf,0.023645972860540893
polizeigesetzgebung wertvolle,0.023641424298157843
klimaschutzgesetz stehen,0.023641143683537133
bürgerdienste sieht,0.023636988016674475
neumann ausgearbeiteten,0.023626802810123856
verwaltung werden,0.023611311476503076
wirtschaftsförderung unter,0.023588329797122325
krüger aufgezeigten,0.023586227679487714
kulturförderung durch,0.02357699096561882
stromnetzausbau vorgelegt,0.02356496944149193
bildungspolitik wertvolle,0.023538812240761684
rentensystem obliegt,0.023536654799030197
fachkräftemangel vor,0.023504816304027242
bildungspolitik und,0.02349125759509151
strukturwandel wertvolle,0.023488232865821728
krause ausgearbeiteten,0.023485602183340396
krause ermächtigt,0.02348494909627262
wasserstoffstrategie unter,0.023483218306522304
wagner legt,0.023468439068399627
gleichstellungspolitik fortan,0.02346620229808182
braun darauf,0.02345190694138166
wohnungsbau obliegt,0.023425238706226908
braun mit,0.023416842473971584
wohnungsbau sieht,0.023410732077790434
pflegereform vor,0.02339162183330193
schmitt legt,0.023369948003156903
